,MBSD_104.counts,MBSD_106.counts,MBSD_110.counts,MBSD_114.counts,MBSD_119.counts,MBSD_123.counts,MBSD_156.counts,MBSD_158.counts,MBSD_162.counts,MBSD_166.counts,MBSD_168.counts,MBSD_173.counts,X177_coldM_geno1,X182_coldM_geno1,X187_coldM_geno1,X192_coldM_geno1,X194_coldM_geno1,X198_coldM_geno1,X177_coldM_geno2,X182_coldM_geno2,X187_coldM_geno2,X192_coldM_geno2,X194_coldM_geno2,X198_coldM_geno2
ENSMUSG00000028195,337.0,165.0,411.0,155.0,203.0,203.0,244.0,126.0,135.0,268.0,165.0,178.0,6.0,19.0,17.0,24.0,11.0,13.0,11.0,14.0,19.0,18.0,17.0,21.0
ENSMUSG00000028199,2025.0,747.0,2009.0,843.0,992.0,1020.0,916.0,945.0,1256.0,1196.0,1061.0,920.0,34.0,45.0,31.0,60.0,52.0,28.0,42.0,50.0,39.0,68.0,66.0,32.0
ENSMUSG00000028207,1081.0,423.0,1048.0,542.0,650.0,636.0,566.0,701.0,771.0,724.0,627.0,817.0,36.0,25.0,38.0,64.0,52.0,42.0,29.0,27.0,39.0,56.0,41.0,35.0
ENSMUSG00000028211,1103.0,359.0,1152.0,425.0,602.0,452.0,360.0,335.0,493.0,470.0,401.0,277.0,31.0,26.0,21.0,34.0,48.0,20.0,22.0,23.0,23.0,37.0,29.0,22.0
ENSMUSG00000028223,21360.0,10174.0,25378.0,8254.0,13000.0,10201.0,11287.0,13558.0,16593.0,17882.0,15286.0,13814.0,552.0,690.0,467.0,831.0,681.0,489.0,741.0,865.0,623.0,1109.0,855.0,677.0
ENSMUSG00000028228,1578.0,884.0,1859.0,867.0,1174.0,1029.0,906.0,1226.0,1212.0,1449.0,1309.0,1304.0,43.0,34.0,38.0,52.0,49.0,18.0,45.0,46.0,29.0,59.0,43.0,23.0
ENSMUSG00000028229,1837.0,735.0,1930.0,694.0,920.0,758.0,868.0,972.0,1126.0,1485.0,1263.0,1198.0,148.0,186.0,105.0,220.0,196.0,107.0,253.0,244.0,194.0,349.0,244.0,116.0
ENSMUSG00000028232,287.0,107.0,236.0,193.0,196.0,133.0,151.0,169.0,180.0,138.0,173.0,169.0,10.0,13.0,6.0,10.0,21.0,17.0,11.0,9.0,17.0,22.0,13.0,8.0
ENSMUSG00000028245,1188.0,523.0,1005.0,840.0,702.0,616.0,548.0,639.0,766.0,861.0,785.0,740.0,58.0,72.0,56.0,107.0,89.0,59.0,52.0,65.0,52.0,110.0,85.0,57.0
ENSMUSG00000028247,1404.0,521.0,1280.0,1002.0,674.0,715.0,757.0,783.0,762.0,860.0,744.0,1012.0,57.0,61.0,48.0,59.0,73.0,55.0,60.0,49.0,40.0,94.0,79.0,54.0
ENSMUSG00000028248,3033.0,1179.0,2227.0,1906.0,1669.0,1532.0,1372.0,1929.0,1824.0,2115.0,1768.0,1783.0,97.0,84.0,75.0,135.0,127.0,62.0,94.0,110.0,95.0,160.0,109.0,61.0
ENSMUSG00000028251,783.0,286.0,708.0,445.0,371.0,391.0,440.0,466.0,558.0,394.0,372.0,319.0,73.0,82.0,77.0,117.0,106.0,81.0,67.0,59.0,71.0,76.0,78.0,75.0
ENSMUSG00000028252,593.0,321.0,467.0,212.0,336.0,338.0,330.0,368.0,402.0,335.0,362.0,327.0,20.0,9.0,19.0,17.0,24.0,15.0,12.0,16.0,14.0,12.0,27.0,14.0
ENSMUSG00000028256,420.0,171.0,345.0,229.0,308.0,227.0,212.0,336.0,358.0,292.0,343.0,263.0,14.0,18.0,14.0,37.0,28.0,15.0,19.0,32.0,25.0,27.0,21.0,9.0
ENSMUSG00000028268,1058.0,90.0,251.0,133.0,155.0,166.0,93.0,157.0,160.0,156.0,161.0,149.0,9.0,7.0,9.0,20.0,9.0,16.0,13.0,10.0,10.0,16.0,12.0,15.0
ENSMUSG00000028270,1179.0,82.0,250.0,158.0,149.0,159.0,120.0,234.0,245.0,187.0,169.0,174.0,25.0,26.0,23.0,41.0,45.0,34.0,39.0,27.0,29.0,68.0,80.0,54.0
ENSMUSG00000028273,2236.0,858.0,1971.0,1282.0,1194.0,1326.0,890.0,1091.0,1123.0,1443.0,1238.0,1161.0,259.0,284.0,224.0,316.0,380.0,143.0,218.0,197.0,193.0,290.0,296.0,151.0
ENSMUSG00000028274,736.0,335.0,691.0,643.0,459.0,468.0,427.0,531.0,662.0,582.0,470.0,461.0,7.0,15.0,13.0,18.0,16.0,13.0,13.0,15.0,10.0,24.0,26.0,8.0
ENSMUSG00000028277,1772.0,754.0,1568.0,1053.0,939.0,942.0,971.0,1164.0,1138.0,1170.0,1039.0,961.0,47.0,64.0,63.0,53.0,61.0,48.0,50.0,71.0,55.0,83.0,85.0,64.0
ENSMUSG00000028278,657.0,290.0,835.0,407.0,308.0,435.0,139.0,142.0,111.0,368.0,128.0,124.0,36.0,40.0,16.0,71.0,63.0,16.0,11.0,12.0,11.0,23.0,18.0,18.0
ENSMUSG00000028282,420.0,187.0,401.0,315.0,260.0,224.0,202.0,261.0,297.0,281.0,287.0,214.0,14.0,10.0,7.0,2.0,11.0,5.0,17.0,11.0,5.0,9.0,9.0,8.0
ENSMUSG00000028291,721.0,328.0,598.0,415.0,372.0,369.0,320.0,474.0,433.0,479.0,484.0,395.0,41.0,50.0,37.0,54.0,52.0,25.0,34.0,44.0,20.0,40.0,58.0,25.0
ENSMUSG00000028292,833.0,306.0,887.0,495.0,478.0,449.0,485.0,556.0,721.0,643.0,497.0,504.0,36.0,71.0,64.0,54.0,69.0,62.0,58.0,65.0,37.0,66.0,64.0,44.0
ENSMUSG00000028293,689.0,244.0,688.0,250.0,389.0,407.0,291.0,276.0,325.0,477.0,357.0,394.0,36.0,52.0,26.0,51.0,54.0,32.0,34.0,46.0,34.0,46.0,69.0,23.0
ENSMUSG00000028295,402.0,126.0,311.0,201.0,152.0,179.0,207.0,235.0,234.0,267.0,209.0,193.0,31.0,27.0,25.0,42.0,42.0,18.0,47.0,47.0,49.0,66.0,60.0,39.0
ENSMUSG00000028300,462.0,176.0,401.0,366.0,247.0,248.0,303.0,263.0,401.0,370.0,341.0,296.0,14.0,17.0,12.0,30.0,36.0,9.0,20.0,21.0,16.0,32.0,43.0,19.0
ENSMUSG00000028309,1552.0,658.0,1086.0,1062.0,903.0,758.0,764.0,786.0,904.0,965.0,768.0,915.0,163.0,120.0,112.0,174.0,204.0,106.0,154.0,159.0,121.0,196.0,216.0,138.0
ENSMUSG00000028318,248.0,102.0,183.0,125.0,110.0,141.0,93.0,130.0,128.0,130.0,102.0,109.0,12.0,11.0,13.0,25.0,19.0,12.0,12.0,9.0,16.0,13.0,21.0,14.0
ENSMUSG00000028322,338.0,99.0,295.0,208.0,196.0,180.0,153.0,175.0,217.0,190.0,180.0,181.0,17.0,16.0,4.0,19.0,14.0,11.0,8.0,10.0,6.0,4.0,18.0,7.0
ENSMUSG00000028334,152.0,65.0,131.0,47.0,58.0,54.0,87.0,120.0,107.0,123.0,122.0,108.0,3.0,5.0,1.0,9.0,6.0,6.0,8.0,15.0,1.0,16.0,7.0,3.0
ENSMUSG00000028343,1240.0,555.0,1134.0,839.0,715.0,764.0,610.0,863.0,878.0,971.0,677.0,813.0,5.0,6.0,4.0,5.0,10.0,2.0,5.0,1.0,4.0,12.0,16.0,3.0
ENSMUSG00000028344,454.0,201.0,306.0,221.0,271.0,247.0,232.0,260.0,326.0,385.0,273.0,260.0,4.0,11.0,5.0,5.0,8.0,6.0,8.0,8.0,5.0,6.0,4.0,3.0
ENSMUSG00000028369,187.0,44.0,122.0,104.0,127.0,146.0,105.0,188.0,225.0,172.0,182.0,252.0,20.0,20.0,15.0,21.0,20.0,10.0,21.0,19.0,15.0,38.0,36.0,20.0
ENSMUSG00000028381,325.0,175.0,356.0,247.0,197.0,197.0,282.0,255.0,348.0,294.0,266.0,226.0,17.0,11.0,24.0,19.0,18.0,12.0,26.0,25.0,27.0,35.0,46.0,20.0
ENSMUSG00000028382,2374.0,1255.0,2341.0,1470.0,1695.0,1485.0,1434.0,1582.0,1915.0,2016.0,1808.0,1576.0,51.0,40.0,48.0,76.0,75.0,42.0,50.0,40.0,48.0,91.0,59.0,36.0
ENSMUSG00000028385,218.0,80.0,202.0,133.0,135.0,112.0,98.0,120.0,151.0,182.0,124.0,157.0,6.0,7.0,8.0,12.0,10.0,12.0,7.0,9.0,3.0,13.0,16.0,9.0
ENSMUSG00000028397,522.0,204.0,411.0,240.0,268.0,278.0,222.0,320.0,318.0,356.0,331.0,342.0,6.0,12.0,5.0,11.0,10.0,8.0,14.0,17.0,16.0,15.0,15.0,15.0
ENSMUSG00000028398,677.0,236.0,621.0,310.0,298.0,302.0,264.0,290.0,320.0,390.0,356.0,347.0,88.0,125.0,70.0,142.0,131.0,53.0,113.0,85.0,101.0,122.0,129.0,40.0
ENSMUSG00000028399,2797.0,1653.0,2774.0,2278.0,2322.0,1856.0,1843.0,2569.0,2915.0,2630.0,2749.0,2609.0,85.0,83.0,94.0,123.0,126.0,62.0,88.0,71.0,92.0,138.0,142.0,82.0
ENSMUSG00000028402,2649.0,1253.0,2495.0,1452.0,1597.0,1619.0,1124.0,1491.0,1863.0,1807.0,1435.0,1345.0,215.0,232.0,170.0,310.0,330.0,179.0,195.0,240.0,210.0,278.0,292.0,160.0
ENSMUSG00000028403,310.0,185.0,277.0,221.0,226.0,200.0,221.0,269.0,247.0,239.0,298.0,260.0,38.0,35.0,29.0,50.0,55.0,27.0,73.0,45.0,57.0,107.0,83.0,49.0
ENSMUSG00000028405,6579.0,3096.0,5711.0,3570.0,4022.0,3989.0,3279.0,4294.0,4731.0,5032.0,4453.0,4947.0,249.0,292.0,206.0,332.0,312.0,181.0,184.0,281.0,184.0,288.0,328.0,150.0
ENSMUSG00000028411,523.0,232.0,471.0,271.0,247.0,248.0,246.0,269.0,347.0,333.0,306.0,348.0,9.0,8.0,4.0,18.0,16.0,4.0,6.0,6.0,12.0,10.0,7.0,3.0
ENSMUSG00000028412,2873.0,1558.0,2761.0,1593.0,1783.0,1959.0,1634.0,1675.0,1943.0,1991.0,2010.0,2138.0,31.0,25.0,21.0,31.0,28.0,24.0,37.0,31.0,20.0,38.0,46.0,16.0
ENSMUSG00000028413,2822.0,1316.0,2790.0,1590.0,1434.0,1681.0,1390.0,1568.0,1753.0,2051.0,1908.0,1726.0,120.0,120.0,90.0,156.0,152.0,78.0,102.0,109.0,75.0,139.0,128.0,63.0
ENSMUSG00000028414,2014.0,1122.0,2107.0,1440.0,1498.0,1373.0,1386.0,1649.0,1784.0,1924.0,1760.0,1653.0,20.0,39.0,18.0,38.0,45.0,14.0,19.0,33.0,11.0,29.0,40.0,11.0
ENSMUSG00000028416,6741.0,2678.0,4788.0,3437.0,3500.0,3472.0,2874.0,3414.0,3752.0,4651.0,4227.0,4078.0,119.0,144.0,108.0,182.0,162.0,86.0,127.0,156.0,79.0,194.0,179.0,71.0
ENSMUSG00000028419,1530.0,595.0,1308.0,756.0,832.0,747.0,843.0,1110.0,1113.0,1315.0,1150.0,1102.0,58.0,58.0,54.0,86.0,69.0,35.0,62.0,72.0,32.0,96.0,70.0,44.0
ENSMUSG00000028423,1347.0,602.0,1060.0,810.0,674.0,653.0,793.0,887.0,1016.0,1180.0,917.0,961.0,8.0,4.0,5.0,7.0,6.0,8.0,12.0,6.0,9.0,18.0,6.0,8.0
ENSMUSG00000028430,1320.0,601.0,1257.0,840.0,869.0,782.0,712.0,825.0,991.0,993.0,966.0,917.0,36.0,28.0,31.0,44.0,29.0,13.0,36.0,33.0,32.0,49.0,57.0,20.0
ENSMUSG00000028433,1279.0,478.0,1028.0,1598.0,681.0,854.0,757.0,1135.0,1251.0,1100.0,956.0,1050.0,12.0,13.0,14.0,23.0,26.0,18.0,30.0,6.0,18.0,25.0,17.0,11.0
ENSMUSG00000028436,1242.0,461.0,1123.0,559.0,597.0,580.0,538.0,646.0,722.0,897.0,700.0,741.0,15.0,15.0,13.0,21.0,20.0,5.0,15.0,18.0,9.0,31.0,22.0,8.0
ENSMUSG00000028437,1959.0,711.0,1440.0,1114.0,909.0,912.0,779.0,943.0,1183.0,1084.0,860.0,1036.0,79.0,77.0,61.0,107.0,119.0,67.0,83.0,82.0,50.0,90.0,107.0,57.0
ENSMUSG00000028439,439.0,193.0,322.0,304.0,201.0,220.0,180.0,229.0,271.0,274.0,243.0,223.0,6.0,13.0,11.0,19.0,13.0,4.0,7.0,18.0,4.0,10.0,15.0,2.0
ENSMUSG00000028454,632.0,279.0,549.0,251.0,408.0,362.0,417.0,531.0,551.0,841.0,664.0,674.0,29.0,52.0,31.0,37.0,47.0,11.0,54.0,47.0,39.0,62.0,67.0,26.0
ENSMUSG00000028456,432.0,184.0,361.0,285.0,202.0,235.0,244.0,217.0,272.0,370.0,298.0,260.0,7.0,8.0,11.0,15.0,10.0,8.0,15.0,13.0,19.0,15.0,22.0,17.0
ENSMUSG00000028457,119.0,39.0,153.0,70.0,43.0,109.0,91.0,87.0,83.0,99.0,73.0,63.0,5.0,10.0,4.0,8.0,9.0,2.0,15.0,12.0,4.0,25.0,7.0,9.0
ENSMUSG00000028458,1496.0,575.0,874.0,588.0,775.0,664.0,517.0,573.0,773.0,791.0,731.0,747.0,22.0,49.0,19.0,44.0,18.0,4.0,29.0,59.0,27.0,42.0,29.0,5.0
ENSMUSG00000028464,740.0,625.0,389.0,781.0,203.0,719.0,360.0,267.0,349.0,355.0,258.0,296.0,32.0,16.0,23.0,11.0,20.0,7.0,35.0,19.0,17.0,9.0,22.0,16.0
ENSMUSG00000028465,5621.0,2539.0,5152.0,3018.0,3170.0,3338.0,3054.0,3778.0,4254.0,5137.0,3895.0,4593.0,121.0,167.0,129.0,210.0,225.0,172.0,175.0,151.0,133.0,182.0,224.0,149.0
ENSMUSG00000028466,482.0,191.0,378.0,251.0,203.0,239.0,207.0,217.0,298.0,319.0,238.0,270.0,36.0,25.0,21.0,47.0,52.0,19.0,36.0,26.0,28.0,48.0,43.0,12.0
ENSMUSG00000028467,380.0,145.0,354.0,156.0,164.0,204.0,171.0,198.0,178.0,273.0,180.0,203.0,28.0,26.0,27.0,26.0,29.0,22.0,25.0,23.0,16.0,34.0,13.0,18.0
ENSMUSG00000028468,1569.0,662.0,1373.0,884.0,851.0,882.0,751.0,962.0,1201.0,1242.0,1008.0,1043.0,34.0,41.0,29.0,30.0,57.0,33.0,26.0,36.0,31.0,34.0,42.0,30.0
ENSMUSG00000028469,1032.0,331.0,706.0,365.0,494.0,487.0,336.0,403.0,484.0,489.0,376.0,455.0,16.0,20.0,26.0,18.0,35.0,15.0,16.0,28.0,16.0,32.0,35.0,12.0
ENSMUSG00000028470,1403.0,451.0,1383.0,395.0,628.0,536.0,462.0,401.0,450.0,842.0,650.0,679.0,99.0,158.0,57.0,151.0,99.0,49.0,95.0,131.0,58.0,126.0,93.0,55.0
ENSMUSG00000028476,148.0,71.0,134.0,97.0,52.0,97.0,56.0,73.0,68.0,104.0,86.0,121.0,7.0,11.0,6.0,5.0,14.0,3.0,6.0,4.0,5.0,13.0,12.0,7.0
ENSMUSG00000028478,1828.0,716.0,1590.0,1061.0,938.0,986.0,923.0,1001.0,1079.0,1251.0,1039.0,1066.0,9.0,17.0,10.0,14.0,19.0,9.0,8.0,16.0,0.0,11.0,16.0,3.0
ENSMUSG00000028479,1343.0,526.0,939.0,626.0,700.0,590.0,744.0,919.0,996.0,1068.0,835.0,901.0,52.0,52.0,36.0,55.0,62.0,30.0,55.0,67.0,59.0,94.0,67.0,52.0
ENSMUSG00000028483,312.0,133.0,245.0,236.0,233.0,155.0,181.0,247.0,215.0,218.0,187.0,202.0,23.0,16.0,13.0,18.0,24.0,10.0,24.0,18.0,22.0,14.0,23.0,17.0
ENSMUSG00000028494,55660.0,21349.0,40053.0,24851.0,23997.0,24430.0,25726.0,21283.0,29387.0,31307.0,23553.0,28168.0,35.0,30.0,45.0,92.0,72.0,30.0,42.0,38.0,55.0,124.0,89.0,59.0
ENSMUSG00000028514,5508.0,2783.0,5144.0,3696.0,3738.0,3408.0,1976.0,2542.0,3050.0,3670.0,3143.0,2926.0,93.0,103.0,86.0,138.0,124.0,90.0,68.0,102.0,54.0,132.0,115.0,67.0
ENSMUSG00000028517,3487.0,1217.0,3141.0,1907.0,1745.0,2016.0,1395.0,1638.0,2100.0,1634.0,1382.0,1496.0,63.0,82.0,80.0,156.0,128.0,65.0,85.0,97.0,87.0,134.0,110.0,78.0
ENSMUSG00000028518,1658.0,748.0,1303.0,914.0,868.0,962.0,954.0,1196.0,1440.0,1129.0,1128.0,1069.0,127.0,137.0,131.0,126.0,208.0,133.0,136.0,149.0,150.0,175.0,214.0,101.0
ENSMUSG00000028527,1044.0,566.0,1193.0,379.0,610.0,564.0,242.0,332.0,368.0,541.0,453.0,374.0,27.0,19.0,13.0,26.0,24.0,8.0,17.0,20.0,16.0,23.0,18.0,12.0
ENSMUSG00000028530,5750.0,2297.0,4821.0,3387.0,2947.0,2977.0,2500.0,3092.0,3486.0,3472.0,2857.0,3022.0,369.0,368.0,263.0,442.0,439.0,229.0,329.0,327.0,236.0,428.0,421.0,244.0
ENSMUSG00000028538,3584.0,1267.0,2967.0,1692.0,1858.0,1601.0,1189.0,1637.0,1774.0,2026.0,1764.0,1678.0,224.0,255.0,202.0,306.0,263.0,169.0,181.0,280.0,196.0,283.0,264.0,153.0
ENSMUSG00000028550,504.0,218.0,508.0,294.0,247.0,319.0,282.0,374.0,371.0,361.0,303.0,336.0,14.0,17.0,12.0,6.0,13.0,9.0,16.0,9.0,20.0,19.0,13.0,8.0
ENSMUSG00000028552,1946.0,882.0,1825.0,1173.0,1085.0,1139.0,829.0,1124.0,1200.0,1179.0,1014.0,960.0,63.0,61.0,68.0,74.0,101.0,46.0,53.0,60.0,56.0,83.0,77.0,52.0
ENSMUSG00000028556,971.0,436.0,838.0,492.0,566.0,546.0,463.0,685.0,776.0,579.0,658.0,654.0,20.0,28.0,12.0,45.0,39.0,13.0,31.0,35.0,26.0,25.0,28.0,13.0
ENSMUSG00000028557,6893.0,3459.0,5631.0,3281.0,4376.0,4250.0,2871.0,3634.0,4791.0,4811.0,4288.0,4300.0,284.0,301.0,284.0,360.0,421.0,209.0,300.0,307.0,296.0,372.0,391.0,189.0
ENSMUSG00000028559,7529.0,2926.0,6291.0,4246.0,3982.0,4085.0,2790.0,3353.0,4129.0,4397.0,3158.0,3178.0,119.0,127.0,114.0,161.0,149.0,133.0,111.0,131.0,102.0,174.0,184.0,150.0
ENSMUSG00000028567,1400.0,516.0,1316.0,1044.0,637.0,684.0,650.0,727.0,848.0,891.0,750.0,811.0,174.0,225.0,178.0,286.0,271.0,175.0,195.0,221.0,162.0,261.0,273.0,138.0
ENSMUSG00000028568,2167.0,794.0,1938.0,1262.0,1037.0,1128.0,902.0,1170.0,1378.0,1234.0,1043.0,1070.0,9.0,15.0,13.0,16.0,22.0,14.0,13.0,7.0,8.0,26.0,24.0,12.0
ENSMUSG00000028572,298.0,166.0,271.0,138.0,209.0,170.0,166.0,127.0,221.0,182.0,190.0,164.0,6.0,3.0,1.0,2.0,3.0,1.0,11.0,0.0,0.0,2.0,2.0,4.0
ENSMUSG00000028573,649.0,232.0,678.0,360.0,378.0,253.0,129.0,179.0,210.0,200.0,223.0,195.0,29.0,26.0,14.0,29.0,18.0,11.0,18.0,24.0,5.0,20.0,26.0,10.0
ENSMUSG00000028577,2135.0,978.0,2008.0,1365.0,1210.0,1129.0,1182.0,1458.0,1779.0,1446.0,1480.0,1385.0,82.0,85.0,58.0,102.0,94.0,51.0,72.0,77.0,50.0,89.0,100.0,45.0
ENSMUSG00000028580,1881.0,726.0,1887.0,1601.0,1353.0,1158.0,1187.0,1556.0,1941.0,1914.0,1528.0,1669.0,54.0,59.0,59.0,79.0,57.0,35.0,43.0,48.0,39.0,59.0,73.0,34.0
ENSMUSG00000028599,306.0,129.0,185.0,247.0,151.0,108.0,73.0,96.0,103.0,110.0,88.0,131.0,4.0,2.0,3.0,5.0,6.0,4.0,1.0,1.0,1.0,3.0,7.0,0.0
ENSMUSG00000028601,1147.0,383.0,1005.0,588.0,567.0,574.0,257.0,237.0,296.0,384.0,304.0,308.0,70.0,67.0,32.0,82.0,56.0,27.0,22.0,31.0,10.0,27.0,26.0,17.0
ENSMUSG00000028614,651.0,341.0,663.0,384.0,470.0,453.0,201.0,311.0,291.0,304.0,266.0,267.0,54.0,60.0,55.0,92.0,126.0,73.0,32.0,36.0,36.0,52.0,56.0,22.0
ENSMUSG00000028617,241.0,65.0,161.0,54.0,101.0,118.0,96.0,128.0,140.0,152.0,157.0,151.0,12.0,6.0,2.0,5.0,12.0,3.0,7.0,1.0,4.0,9.0,1.0,1.0
ENSMUSG00000028630,1438.0,870.0,1490.0,975.0,1155.0,918.0,758.0,783.0,1137.0,1412.0,1085.0,1047.0,128.0,140.0,91.0,150.0,169.0,84.0,83.0,141.0,74.0,175.0,201.0,106.0
ENSMUSG00000028641,324.0,113.0,240.0,183.0,164.0,164.0,133.0,188.0,166.0,229.0,159.0,191.0,3.0,9.0,4.0,15.0,9.0,4.0,5.0,13.0,3.0,6.0,10.0,5.0
ENSMUSG00000028645,234.0,91.0,259.0,208.0,103.0,95.0,146.0,141.0,203.0,220.0,183.0,144.0,5.0,7.0,6.0,8.0,4.0,5.0,4.0,11.0,6.0,9.0,11.0,8.0
ENSMUSG00000028646,5334.0,2125.0,4780.0,2102.0,2957.0,2669.0,1963.0,2320.0,2898.0,3248.0,2650.0,2425.0,313.0,321.0,277.0,396.0,437.0,235.0,273.0,296.0,313.0,444.0,442.0,292.0
ENSMUSG00000028649,14830.0,6535.0,12600.0,10159.0,12035.0,8594.0,3819.0,5609.0,5435.0,7358.0,7696.0,7271.0,68.0,82.0,41.0,149.0,97.0,38.0,70.0,66.0,43.0,67.0,68.0,43.0
ENSMUSG00000028653,793.0,311.0,749.0,362.0,473.0,392.0,280.0,358.0,402.0,449.0,481.0,402.0,20.0,16.0,16.0,27.0,23.0,18.0,14.0,19.0,19.0,25.0,18.0,17.0
ENSMUSG00000028668,1524.0,841.0,1284.0,1279.0,1023.0,930.0,953.0,1294.0,1483.0,1334.0,1061.0,1186.0,109.0,92.0,112.0,131.0,118.0,111.0,111.0,126.0,113.0,164.0,161.0,108.0
ENSMUSG00000028671,1187.0,476.0,844.0,372.0,595.0,549.0,433.0,412.0,635.0,628.0,623.0,629.0,20.0,31.0,11.0,27.0,11.0,5.0,20.0,18.0,10.0,15.0,25.0,7.0
ENSMUSG00000028672,1760.0,671.0,1434.0,649.0,955.0,801.0,772.0,772.0,995.0,1350.0,1143.0,1162.0,103.0,145.0,68.0,117.0,115.0,64.0,123.0,147.0,79.0,156.0,131.0,69.0
ENSMUSG00000028673,2164.0,745.0,1578.0,968.0,916.0,1038.0,868.0,811.0,1026.0,1135.0,980.0,1024.0,116.0,123.0,79.0,184.0,157.0,78.0,126.0,114.0,85.0,170.0,151.0,67.0
ENSMUSG00000028676,2732.0,948.0,2296.0,1574.0,1332.0,1278.0,1302.0,1622.0,1564.0,1587.0,1260.0,1420.0,14.0,30.0,22.0,29.0,37.0,21.0,8.0,15.0,22.0,23.0,25.0,9.0
ENSMUSG00000028677,1059.0,403.0,840.0,701.0,522.0,478.0,490.0,526.0,565.0,669.0,519.0,616.0,25.0,22.0,25.0,23.0,33.0,24.0,21.0,24.0,25.0,20.0,26.0,26.0
ENSMUSG00000028691,8683.0,3576.0,11050.0,2838.0,4480.0,4398.0,4020.0,4520.0,4965.0,6249.0,5384.0,5445.0,7.0,4.0,7.0,4.0,6.0,3.0,9.0,9.0,4.0,4.0,5.0,4.0
ENSMUSG00000028693,241.0,86.0,178.0,142.0,120.0,126.0,123.0,122.0,152.0,173.0,121.0,143.0,16.0,3.0,7.0,17.0,10.0,7.0,7.0,5.0,2.0,14.0,13.0,8.0
ENSMUSG00000028696,308.0,134.0,279.0,92.0,217.0,170.0,169.0,202.0,236.0,260.0,234.0,248.0,19.0,8.0,3.0,21.0,11.0,13.0,8.0,11.0,7.0,20.0,9.0,16.0
ENSMUSG00000028700,2502.0,1046.0,2085.0,1184.0,1468.0,1298.0,1173.0,1499.0,1814.0,2131.0,1753.0,1845.0,92.0,92.0,72.0,105.0,91.0,66.0,53.0,96.0,56.0,115.0,81.0,67.0
ENSMUSG00000028706,1686.0,679.0,1667.0,535.0,784.0,906.0,439.0,636.0,619.0,799.0,586.0,593.0,101.0,80.0,103.0,117.0,104.0,95.0,66.0,65.0,68.0,112.0,107.0,62.0
ENSMUSG00000028710,839.0,365.0,779.0,587.0,462.0,448.0,343.0,397.0,431.0,361.0,407.0,358.0,35.0,35.0,24.0,32.0,39.0,19.0,30.0,23.0,21.0,30.0,28.0,16.0
ENSMUSG00000028717,214.0,59.0,192.0,135.0,98.0,97.0,82.0,105.0,114.0,135.0,108.0,125.0,8.0,9.0,16.0,10.0,7.0,8.0,4.0,16.0,14.0,9.0,6.0,6.0
ENSMUSG00000028743,1333.0,593.0,1068.0,735.0,720.0,579.0,486.0,609.0,642.0,1053.0,795.0,873.0,65.0,88.0,48.0,110.0,90.0,25.0,63.0,68.0,44.0,73.0,79.0,36.0
ENSMUSG00000028744,172.0,90.0,144.0,135.0,117.0,107.0,124.0,110.0,122.0,169.0,122.0,145.0,12.0,17.0,4.0,19.0,4.0,12.0,18.0,17.0,14.0,23.0,17.0,10.0
ENSMUSG00000028756,8401.0,3366.0,7126.0,3914.0,4454.0,4430.0,2597.0,3051.0,3471.0,4189.0,3601.0,3912.0,682.0,727.0,597.0,804.0,931.0,421.0,535.0,637.0,438.0,660.0,753.0,382.0
ENSMUSG00000028757,1589.0,641.0,1396.0,851.0,768.0,874.0,655.0,773.0,897.0,1008.0,794.0,931.0,140.0,148.0,128.0,227.0,231.0,151.0,114.0,158.0,115.0,180.0,193.0,88.0
ENSMUSG00000028759,3309.0,1469.0,2530.0,2085.0,1913.0,1851.0,1742.0,2351.0,2624.0,2656.0,2398.0,2438.0,59.0,49.0,56.0,89.0,106.0,59.0,70.0,46.0,67.0,89.0,94.0,70.0
ENSMUSG00000028760,4544.0,1936.0,4227.0,3923.0,2308.0,2658.0,2810.0,2834.0,3594.0,3352.0,2479.0,2721.0,9.0,6.0,6.0,23.0,11.0,14.0,11.0,4.0,14.0,23.0,10.0,15.0
ENSMUSG00000028763,13318.0,6578.0,11036.0,11771.0,9155.0,8800.0,7679.0,9594.0,12248.0,14950.0,12490.0,13619.0,512.0,600.0,461.0,695.0,666.0,333.0,538.0,679.0,522.0,739.0,765.0,379.0
ENSMUSG00000028766,2437.0,820.0,2902.0,1826.0,991.0,1627.0,1863.0,1300.0,1731.0,2456.0,1575.0,1595.0,59.0,70.0,37.0,117.0,66.0,55.0,54.0,92.0,62.0,120.0,73.0,73.0
ENSMUSG00000028771,1318.0,564.0,987.0,1186.0,800.0,728.0,637.0,778.0,1031.0,915.0,771.0,755.0,48.0,45.0,41.0,54.0,60.0,46.0,43.0,41.0,24.0,46.0,45.0,48.0
ENSMUSG00000028772,595.0,212.0,491.0,289.0,281.0,307.0,353.0,342.0,379.0,429.0,362.0,360.0,17.0,9.0,7.0,26.0,16.0,19.0,13.0,11.0,25.0,30.0,22.0,18.0
ENSMUSG00000028776,1902.0,699.0,1551.0,993.0,1152.0,1000.0,686.0,674.0,891.0,1652.0,950.0,969.0,30.0,80.0,32.0,54.0,54.0,22.0,46.0,67.0,28.0,78.0,46.0,27.0
ENSMUSG00000028779,1420.0,580.0,1392.0,542.0,796.0,658.0,558.0,606.0,859.0,808.0,695.0,769.0,149.0,130.0,122.0,164.0,152.0,71.0,100.0,135.0,104.0,180.0,121.0,83.0
